pred2ndNext	pred1rstNext	DrawId	Feat-Effectifs-Over10-MedianEffsOfOutputs	Feat-Effectifs-Over10-andSupa20-MeanEffsIn	Feat-Effectifs-Over10-andSupa20-MeanEffsOut	Feat-Effectifs-Over10-andSupa20-MedianEffsIn	Feat-Effectifs-Over10-andSupa20-MedianEffsOut
-10	-10	20191206	2	2.29	1.33	2.0	2.0
-10	2	20191205	1	2.12	1.5	2.0	1.5
2	1	20191204	2	2.5	0.0	2.5	0.0
1	2	20191203	2	2.38	0.5	2.0	0.5
2	2	20191202	2	2.38	0.5	2.0	0.5
2	2	20191130	2	2.38	0.5	2.5	0.5
2	2	20191129	1	2.25	1.0	2.0	1.0
2	1	20191128	1	2.29	1.33	2.0	1.0
1	1	20191127	2	2.67	1.0	2.5	1.0
1	2	20191126	3	2.67	1.0	3.0	1.0
2	3	20191125	2	2.57	0.67	3.0	1.0
3	2	20191123	3	2.57	0.67	3.0	1.0
2	3	20191122	1	2.57	0.67	3.0	1.0
3	1	20191121	1	2.43	1.0	3.0	1.0
1	1	20191120	2	2.83	0.75	3.0	0.5
1	2	20191119	2	2.83	0.75	3.0	0.5
2	2	20191118	1	2.57	0.67	3.0	0.0
2	1	20191116	3	2.67	1.0	3.0	0.5
1	3	20191115	1	2.67	1.0	3.0	0.5
3	1	20191114	2	2.5	1.25	2.5	0.5
1	2	20191113	2	2.71	0.33	3.0	0.0
2	2	20191112	3	2.57	0.67	2.0	1.0
2	3	20191111	1	2.57	0.67	2.0	1.0
3	1	20191109	1	2.67	1.0	2.5	1.0
1	1	20191108	2	2.33	1.5	2.0	2.0
1	2	20191107	1	2.33	1.5	2.5	2.0
2	1	20191106	2	2.5	1.25	2.5	1.0
1	2	20191105	1	2.5	1.25	2.0	1.0
2	1	20191104	2	2.5	1.25	2.0	1.0
1	2	20191102	4	2.5	1.25	2.5	1.0
2	4	20191101	3	2.33	1.5	2.5	1.0
4	3	20191031	1	2.43	1.0	3.0	1.0
3	1	20191030	3	2.83	0.75	3.0	1.0
1	3	20191029	1	2.67	1.0	3.0	1.0
3	1	20191028	2	3.0	1.0	3.0	1.0
1	2	20191026	2	2.67	1.0	2.5	1.0
2	2	20191025	2	2.5	1.25	2.0	1.0
2	2	20191024	2	2.5	1.25	2.0	1.0
2	2	20191023	1	2.43	1.0	2.0	1.0
2	1	20191022	2	2.67	1.0	2.0	1.0
1	2	20191021	4	2.67	1.0	2.0	1.0
2	4	20191019	2	2.43	1.0	2.0	1.0
4	2	20191018	2	2.29	1.33	2.0	1.0
2	2	20191017	3	2.12	1.5	1.5	1.5
2	3	20191016	1	2.12	1.5	1.5	1.5
3	1	20191015	3	2.43	1.0	2.0	1.0
1	3	20191014	1	2.29	1.33	2.0	1.0
3	1	20191012	3	2.33	1.5	2.0	1.5
1	3	20191011	1	2.33	1.5	2.0	1.5
3	1	20191010	3	2.67	1.0	2.0	1.0
1	3	20191009	2	2.67	1.0	2.0	1.0
3	2	20191008	1	2.67	1.0	2.5	1.0
2	1	20191007	1	2.67	1.0	2.5	1.0
1	1	20191005	2	2.33	1.5	1.5	1.5
1	2	20191004	4	2.33	1.5	1.5	1.5
2	4	20191003	1	2.29	1.33	2.0	1.0
4	1	20191002	3	2.5	1.25	2.0	0.5
1	3	20191001	1	2.5	1.25	2.0	0.5
3	1	20190930	3	3.0	0.5	2.5	0.5
1	3	20190928	2	2.71	0.33	2.0	0.0
3	2	20190927	2	2.71	0.33	2.0	0.0
2	2	20190926	1	2.71	0.33	2.0	0.0
2	1	20190925	1	2.83	0.75	2.5	0.5
1	1	20190924	2	3.0	1.0	2.0	1.0
1	2	20190923	2	2.83	0.75	2.5	0.5
2	2	20190921	2	2.43	1.0	2.0	1.0
2	2	20190920	1	2.43	1.0	2.0	1.0
2	1	20190919	4	2.67	1.0	2.5	1.0
1	4	20190918	1	2.67	1.0	2.5	1.0
4	1	20190917	1	3.0	0.5	3.0	0.5
1	1	20190916	3	3.0	1.0	2.0	1.0
1	3	20190914	2	2.8	1.2	2.0	1.0
3	2	20190913	4	2.8	1.2	3.0	1.0
2	4	20190912	2	2.6	1.4	3.0	2.0
4	2	20190911	1	2.33	1.5	2.0	1.5
2	1	20190910	1	2.5	1.25	2.0	1.0
1	1	20190909	4	2.5	1.25	2.0	1.0
1	4	20190907	3	2.5	1.25	2.5	1.0
4	3	20190906	2	2.5	1.25	2.0	1.0
3	2	20190905	2	2.29	1.33	2.0	1.0
2	2	20190904	1	2.29	1.33	2.0	1.0
2	1	20190903	1	2.33	1.5	2.0	1.5
1	1	20190902	1	2.33	1.5	2.0	1.5
1	1	20190831	2	2.4	1.6	2.0	2.0
1	2	20190830	2	2.33	1.5	2.0	1.5
2	2	20190829	3	2.14	1.67	2.0	2.0
2	3	20190828	2	2.12	1.5	2.0	1.5
3	2	20190827	1	2.0	2.0	2.0	2.0
2	1	20190826	2	2.0	2.0	2.0	2.0
1	2	20190824	1	2.0	2.0	2.0	2.0
2	1	20190823	1	2.0	2.0	2.0	2.0
1	1	20190822	1	2.0	2.0	2.0	2.0
1	1	20190821	1	2.14	1.67	2.0	1.0
1	1	20190820	2	2.0	2.0	2.0	2.0
1	2	20190819	1	2.0	2.0	2.0	1.0
2	1	20190817	2	2.43	1.0	2.0	1.0
1	2	20190816	2	2.29	1.33	2.0	2.0
2	2	20190815	2	2.14	1.67	2.0	2.0
2	2	20190814	1	2.14	1.67	1.0	2.0
2	1	20190813	1	2.43	1.0	2.0	1.0
1	1	20190812	1	2.57	0.67	2.0	1.0
1	1	20190810	2	3.0	0.5	2.5	0.5
1	2	20190809	1	3.0	0.5	2.5	0.5
2	1	20190808	3	3.2	0.8	3.0	1.0
1	3	20190807	5	3.2	0.8	3.0	1.0
3	5	20190806	4	3.0	1.0	3.0	1.0
5	4	20190805	1	3.0	1.0	3.0	1.0
4	1	20190803	2	2.6	1.4	2.0	1.0
1	2	20190802	2	2.67	1.0	3.0	0.5
2	2	20190801	2	2.5	1.25	3.0	1.0
2	2	20190731	3	2.43	1.0	2.0	0.0
2	3	20190730	2	2.43	1.0	2.0	0.0
3	2	20190729	1	2.5	0.0	2.5	0.0
2	1	20190727	1	2.71	0.33	3.0	0.0
1	1	20190726	2	2.5	1.25	3.0	1.0
1	2	20190725	1	2.5	1.25	3.0	1.0
2	1	20190724	1	3.0	0.5	3.0	0.0
1	1	20190723	3	3.0	0.5	3.0	0.0
1	3	20190722	2	3.0	0.5	2.5	0.0
3	2	20190720	2	2.83	0.75	2.5	0.5
2	2	20190719	1	2.57	0.67	2.0	1.0
2	1	20190718	3	3.0	0.5	2.5	0.5
1	3	20190717	2	3.0	0.5	3.0	0.5
3	2	20190716	1	3.0	0.5	3.0	0.5
2	1	20190715	1	3.6	0.4	3.0	0.0
1	1	20190713	3	3.6	0.4	3.0	0.0
1	3	20190712	2	3.4	0.6	3.0	1.0
3	2	20190711	1	3.2	0.8	2.0	1.0
2	1	20190710	3	3.75	0.83	3.5	1.0
1	3	20190709	2	3.0	1.0	2.0	1.0
3	2	20190708	2	2.67	1.0	2.0	1.0
2	2	20190706	1	2.67	1.0	2.0	1.0
2	1	20190705	3	2.83	0.75	2.5	0.5
1	3	20190704	1	2.83	0.75	2.5	0.5
3	1	20190703	4	3.2	0.8	3.0	1.0
1	4	20190702	3	3.2	0.8	3.0	1.0
4	3	20190701	4	2.83	0.75	2.5	0.5
3	4	20190629	3	2.71	0.33	3.0	0.0
4	3	20190628	1	2.71	0.33	3.0	0.0
3	1	20190627	2	3.17	0.25	3.5	0.0
1	2	20190626	3	3.17	0.25	3.0	0.0
2	3	20190625	1	3.17	0.25	3.0	0.0
3	1	20190624	2	3.17	0.25	3.0	0.0
1	2	20190622	2	3.17	0.25	3.0	0.0
2	2	20190621	1	2.86	0.0	3.0	0.0
2	1	20190620	1	2.71	0.33	3.0	0.0
1	1	20190619	2	2.71	0.33	3.0	0.0
1	2	20190618	2	2.57	0.67	2.0	1.0
2	2	20190617	3	2.57	0.67	2.0	1.0
2	3	20190615	1	2.43	1.0	2.0	1.0
3	1	20190614	2	2.67	1.0	3.0	1.0
1	2	20190613	1	2.67	1.0	3.0	1.0
2	1	20190612	1	2.17	1.75	2.5	1.5
1	1	20190611	1	2.2	1.8	3.0	2.0
1	1	20190610	3	2.6	1.4	3.0	1.0
1	3	20190608	2	2.33	1.5	2.5	1.5
3	2	20190607	1	2.43	1.0	2.0	1.0
2	1	20190606	3	2.29	1.33	2.0	1.0
1	3	20190605	2	2.12	1.5	2.0	1.5
3	2	20190604	1	2.12	1.5	1.5	1.5
2	1	20190603	2	2.43	1.0	2.0	1.0
1	2	20190601	1	2.29	1.33	2.0	2.0
2	1	20190531	1	2.43	1.0	2.0	1.0
1	1	20190530	3	2.5	1.25	2.5	1.5
1	3	20190529	2	2.33	1.5	2.5	1.5
3	2	20190528	3	2.33	1.5	2.5	1.5
2	3	20190527	1	2.14	1.67	2.0	2.0
3	1	20190525	1	2.43	1.0	3.0	1.0
1	1	20190524	1	2.83	0.75	3.0	0.5
1	1	20190523	3	3.2	0.8	3.0	1.0
1	3	20190522	2	3.0	0.5	3.0	0.5
3	2	20190521	2	3.0	0.5	2.5	0.5
2	2	20190520	3	3.0	0.5	3.0	0.5
2	3	20190518	2	2.83	0.75	3.0	1.0
3	2	20190517	2	2.83	0.75	3.0	1.0
2	2	20190516	1	2.43	1.0	3.0	1.0
2	1	20190515	3	2.83	0.75	3.0	0.5
1	3	20190514	1	2.71	0.33	3.0	0.0
3	1	20190513	2	3.0	0.5	3.0	0.5
1	2	20190511	2	2.83	0.75	2.5	0.5
2	2	20190510	2	2.57	0.67	2.0	1.0
2	2	20190509	3	2.57	0.67	2.0	1.0
2	3	20190508	1	2.57	0.67	2.0	1.0
3	1	20190507	2	2.43	1.0	2.0	1.0
1	2	20190506	1	2.25	1.0	2.0	1.0
2	1	20190504	2	2.57	0.67	2.0	0.0
1	2	20190503	2	2.57	0.67	2.0	0.0
2	2	20190502	3	2.57	0.67	2.0	0.0
2	3	20190501	1	2.57	0.67	2.0	0.0
3	1	20190430	2	3.0	0.5	2.5	0.0
1	2	20190429	3	2.86	0.0	2.0	0.0
2	3	20190427	3	2.71	0.33	2.0	0.0
3	3	20190426	1	2.71	0.33	3.0	0.0
3	1	20190425	1	2.83	0.75	3.0	0.5
1	1	20190424	2	3.4	0.6	3.0	0.0
1	2	20190423	3	3.0	0.5	2.5	0.0
2	3	20190422	2	3.0	0.5	2.5	0.0
3	2	20190420	1	2.83	0.75	2.0	0.5
2	1	20190419	1	3.2	0.8	2.0	1.0
1	1	20190418	2	3.0	1.0	2.0	1.0
1	2	20190417	4	2.67	1.0	2.5	1.0
2	4	20190416	3	2.57	0.67	2.0	1.0
4	3	20190415	1	2.57	0.67	3.0	1.0
3	1	20190413	2	2.43	1.0	3.0	1.0
1	2	20190412	2	2.43	1.0	2.0	1.0
2	2	20190411	3	2.29	1.33	2.0	1.0
2	3	20190410	1	2.29	1.33	2.0	1.0
3	1	20190409	2	2.29	1.33	2.0	1.0
1	2	20190408	1	2.29	1.33	2.0	1.0
2	1	20190406	1	2.29	1.33	2.0	1.0
1	1	20190405	2	2.5	1.25	2.5	1.0
1	2	20190404	2	2.33	1.5	2.0	1.5
2	2	20190403	3	2.14	1.67	2.0	2.0
2	3	20190402	2	2.12	1.5	2.0	1.5
3	2	20190401	1	2.0	2.0	2.0	2.0
2	1	20190330	2	2.0	2.0	1.5	2.0
1	2	20190329	1	2.0	2.0	2.0	2.0
2	1	20190328	2	2.12	1.5	2.0	1.5
1	2	20190327	1	2.12	1.5	2.0	1.5
2	1	20190326	1	2.38	0.5	2.0	0.5
1	1	20190325	2	2.57	0.67	3.0	1.0
1	2	20190323	1	2.57	0.67	3.0	1.0
2	1	20190322	2	2.57	0.67	3.0	1.0
1	2	20190321	1	2.57	0.67	2.0	1.0
2	1	20190320	1	2.83	0.75	2.5	1.0
1	1	20190319	3	3.0	1.0	3.0	1.0
1	3	20190318	2	2.67	1.0	3.0	1.0
3	2	20190316	2	2.57	0.67	3.0	1.0
2	2	20190315	2	2.57	0.67	3.0	1.0
2	2	20190314	1	2.38	0.5	2.5	0.5
2	1	20190313	1	2.38	0.5	2.5	0.5
1	1	20190312	2	2.38	0.5	2.5	0.5
1	2	20190311	1	2.38	0.5	2.5	0.5
2	1	20190309	3	2.29	1.33	2.0	1.0
1	3	20190308	1	2.12	1.5	2.0	1.5
3	1	20190307	1	1.86	2.33	2.0	3.0
1	1	20190306	2	2.29	1.33	2.0	1.0
1	2	20190305	2	2.29	1.33	2.0	1.0
2	2	20190304	1	2.0	2.0	2.0	2.0
2	1	20190302	2	2.14	1.67	2.0	1.0
1	2	20190301	1	2.12	1.5	2.0	1.5
2	1	20190228	1	2.29	1.33	2.0	1.0
1	1	20190227	1	2.5	1.25	2.0	1.5
1	1	20190226	1	2.6	1.4	2.0	2.0
1	1	20190225	2	3.0	1.0	3.0	1.0
1	2	20190223	4	3.0	1.0	3.0	1.0
2	4	20190222	1	2.83	0.75	3.0	0.5
4	1	20190221	1	2.8	1.2	3.0	1.0
1	1	20190220	4	3.2	0.8	3.0	0.0
1	4	20190219	3	2.67	1.0	3.0	0.5
4	3	20190218	3	2.67	1.0	3.0	0.5
3	3	20190216	2	2.67	1.0	3.0	0.5
3	2	20190215	1	2.5	1.25	2.5	1.0
2	1	20190214	2	2.8	1.2	3.0	1.0
1	2	20190213	3	2.8	1.2	3.0	1.0
2	3	20190212	2	2.83	0.75	3.0	1.0
3	2	20190211	2	2.83	0.75	2.5	1.0
2	2	20190209	2	2.67	1.0	2.5	1.0
2	2	20190208	1	2.67	1.0	2.5	1.0
2	1	20190207	1	2.67	1.0	3.0	1.0
1	1	20190206	1	2.67	1.0	3.0	0.5
1	1	20190205	2	2.67	1.0	2.5	0.5
1	2	20190204	2	2.71	0.33	3.0	0.0
2	2	20190202	2	2.57	0.67	2.0	0.0
2	2	20190201	3	2.5	0.0	2.5	0.0
2	3	20190131	2	2.5	0.0	2.5	0.0
3	2	20190130	1	2.5	0.0	2.5	0.0
2	1	20190129	1	2.71	0.33	3.0	0.0
1	1	20190128	1	2.83	0.75	2.5	0.5
1	1	20190126	1	3.0	0.5	3.0	0.5
1	1	20190125	2	3.2	0.8	3.0	1.0
1	2	20190124	3	2.83	0.75	3.0	0.5
2	3	20190123	4	2.67	1.0	2.5	1.0
3	4	20190122	2	2.67	1.0	3.0	1.0
4	2	20190121	2	2.5	1.25	3.0	1.0
2	2	20190119	3	2.29	1.33	2.0	1.0
2	3	20190118	2	2.29	1.33	2.0	1.0
3	2	20190117	2	2.29	1.33	2.0	1.0
2	2	20190116	2	2.25	1.0	2.0	1.0
2	2	20190115	1	2.25	1.0	2.0	1.0
2	1	20190114	1	2.43	1.0	2.0	1.0
1	1	20190112	1	2.43	1.0	2.0	1.0
1	1	20190111	1	2.43	1.0	2.0	1.0
1	1	20190110	2	2.83	0.75	3.0	0.5
1	2	20190109	1	2.71	0.33	2.0	0.0
2	1	20190108	2	3.0	0.5	2.5	0.5
1	2	20190107	1	2.71	0.33	2.0	0.0
2	1	20190105	2	3.0	0.5	3.0	0.5
1	2	20190104	1	2.71	0.33	2.0	0.0
2	1	20190103	1	2.67	1.0	2.5	0.5
1	1	20190102	5	2.8	1.2	3.0	1.0
1	5	20190101	1	2.5	1.25	2.5	1.0
5	1	20191231	4	2.5	1.25	2.0	1.0
1	4	20181229	2	2.57	0.67	3.0	0.0
4	2	20181228	3	2.5	0.0	2.5	0.0
2	3	20181227	1	2.5	0.0	2.5	0.0
3	1	20181226	2	2.57	0.67	2.0	0.0
1	2	20181225	1	2.57	0.67	2.0	0.0
2	1	20181224	1	2.57	0.67	2.0	0.0
1	1	20181222	1	2.83	0.75	2.0	0.5
1	1	20181221	1	3.0	1.0	2.0	1.0
1	1	20181220	2	3.0	1.0	2.0	1.0
1	2	20181219	3	2.67	1.0	2.0	1.0
2	3	20181218	2	2.67	1.0	2.0	1.0
3	2	20181217	3	2.5	1.25	2.0	1.0
2	3	20181215	1	2.5	1.25	2.5	1.0
3	1	20181214	4	2.6	1.4	3.0	1.0
1	4	20181213	2	2.6	1.4	3.0	1.0
4	2	20181212	1	2.5	1.25	2.5	1.0
2	1	20181211	3	2.6	1.4	3.0	1.0
1	3	20181210	1	2.17	1.75	2.0	2.0
3	1	20181208	2	2.6	1.4	3.0	2.0
1	2	20181207	1	2.5	1.25	2.5	1.5
2	1	20181206	3	2.17	1.75	2.0	2.0
1	3	20181205	2	2.29	1.33	2.0	2.0
3	2	20181204	1	2.12	1.5	2.0	1.5
2	1	20181203	2	2.29	1.33	2.0	1.0
1	2	20181201	2	2.38	0.5	2.0	0.5
2	2	20181130	1	2.38	0.5	2.5	0.5
2	1	20181129	1	2.71	0.33	3.0	0.0
1	1	20181128	1	3.0	0.5	3.0	0.5
1	1	20181127	2	3.0	0.5	3.0	0.5
1	2	20181126	1	2.71	0.33	2.0	0.0
2	1	20181124	3	2.67	1.0	2.0	1.0
1	3	20181123	2	2.43	1.0	2.0	0.0
3	2	20181122	2	2.43	1.0	2.0	0.0
2	2	20181121	3	2.43	1.0	2.0	0.0
2	3	20181120	3	2.43	1.0	2.0	0.0
3	3	20181119	2	2.43	1.0	2.0	0.0
3	2	20181117	1	2.5	0.0	2.5	0.0
2	1	20181116	2	2.86	0.0	3.0	0.0
1	2	20181115	1	2.86	0.0	3.0	0.0
2	1	20181114	1	3.17	0.25	3.5	0.0
1	1	20181113	2	3.6	0.4	4.0	0.0
1	2	20181112	4	3.4	0.6	3.0	0.0
2	4	20181110	1	3.2	0.8	3.0	1.0
4	1	20181109	3	3.2	0.8	3.0	1.0
1	3	20181108	1	3.0	1.0	3.0	1.0
3	1	20181107	3	2.8	1.2	3.0	2.0
1	3	20181106	2	2.6	1.4	3.0	2.0
3	2	20181105	3	2.4	1.6	3.0	2.0
2	3	20181103	2	2.33	1.5	2.5	1.0
3	2	20181102	3	2.17	1.75	2.0	1.5
2	3	20181101	1	2.0	2.0	2.0	1.5
3	1	20181031	2	2.2	1.8	2.0	1.0
1	2	20181030	3	2.33	1.5	2.5	0.5
2	3	20181029	2	2.71	0.33	3.0	0.0
3	2	20181027	1	2.71	0.33	3.0	0.0
2	1	20181026	2	3.17	0.25	3.0	0.0
1	2	20181025	1	3.0	0.5	3.0	0.0
2	1	20181024	2	3.4	0.6	3.0	0.0
1	2	20181023	1	3.17	0.25	3.0	0.0
2	1	20181022	1	3.6	0.4	3.0	0.0
1	1	20181020	1	3.75	0.83	3.5	1.0
1	1	20181019	3	3.5	1.0	3.5	1.0
1	3	20181018	5	3.25	1.17	3.0	1.0
3	5	20181017	2	2.8	1.2	2.0	1.0
5	2	20181016	4	2.83	0.75	2.5	0.5
2	4	20181015	3	2.83	0.75	2.5	0.5
4	3	20181013	2	2.83	0.75	3.0	0.5
3	2	20181012	3	2.83	0.75	2.5	0.5
2	3	20181011	1	2.57	0.67	2.0	1.0
3	1	20181010	1	2.83	0.75	2.5	1.0
1	1	20181009	2	2.83	0.75	3.0	1.0
1	2	20181008	1	2.83	0.75	3.0	1.0
2	1	20181006	2	3.4	0.6	4.0	1.0
