targetTrend	pred2ndNext	pred1rstNext	predWillFollowIncreaseCapacity	DrawId	Feat-UniverseLength-Over10	Feat-UniverseLength-Over10-didFollowIncreaseCapacity	Feat-UniverseLength-Over10-LastMovingDirection	Feat-UniverseLength-Over10-ShortMovingDirectionBalance	Feat-UniverseLength-Over10-PreviousLastMovingDirection	Feat-UniverseLength-Over10-LargerMovingDirectionBalance	Feat-UniverseLength-Over10-sameValueSerie	Feat-UniverseLength-Over10-greaterThanSerie	Feat-UniverseLength-Over10-lowerThanSerie	Feat-UniverseLength-Over10-CanIncreaseOf	Feat-UniverseLength-Over10-CanDecreaseOf	Feat-Effectifs-Over10-andSupa20-MeanEffsIn	Feat-Effectifs-Over10-andSupa20-MeanEffsOut	Feat-Effectifs-Over10-andSupa20-MedianEffsIn	Feat-Effectifs-Over10-andSupa20-MedianEffsOut
-70	-1	-1	None	20191206	6	False	1	-5	-1	-50	2	6	2	1	0	2.83	0.75	3.0	0.5
-35	-1	6	False	20191205	6	True	1	-5	-1	-50	1	5	1	1	0	2.83	0.75	3.0	0.5
10	6	6	True	20191204	5	False	-1	2	-1	20	2	2	40	1	0	3.2	0.8	3.0	0.0
5	6	5	False	20191203	5	False	-1	0	-1	0	1	1	39	1	0	3.0	1.0	3.0	0.0
-10	5	5	False	20191202	6	False	-1	7	1	70	2	2	7	0	-1	2.67	1.0	2.0	0.5
-5	5	6	False	20191130	6	False	-1	7	1	70	1	1	6	1	0	2.5	1.25	2.0	0.5
-10	6	6	False	20191129	7	True	1	-2	0	-20	1	11	1	0	-1	2.57	0.67	2.0	1.0
5	6	7	True	20191128	6	True	0	2	1	20	4	9	4	1	0	2.83	0.75	2.5	1.0
5	7	6	True	20191127	6	False	1	-5	0	-50	3	8	3	0	-1	2.67	1.0	2.5	1.0
0	6	6	False	20191126	6	False	1	-4	0	-40	2	7	2	1	0	2.67	1.0	3.0	1.0
0	6	6	False	20191125	6	True	1	-4	0	-40	1	6	1	1	0	2.5	1.25	2.5	1.0
10	6	6	True	20191123	5	False	-1	5	-1	50	3	3	31	1	0	3.0	1.0	4.0	1.0
5	6	5	False	20191122	5	False	-1	2	-1	20	2	2	30	1	0	2.8	1.2	3.0	1.0
0	5	5	False	20191121	5	False	-1	-4	-1	-40	1	1	29	1	0	2.8	1.2	3.0	1.0
-10	5	5	False	20191120	6	False	-1	2	-1	20	2	2	26	0	-1	2.33	1.5	2.5	1.5
-5	5	6	False	20191119	6	False	-1	0	-1	0	1	1	25	1	0	2.33	1.5	2.0	1.5
-10	6	6	False	20191118	7	False	-1	7	1	70	1	1	15	0	-1	2.29	1.33	2.0	1.0
-15	6	7	False	20191116	8	True	1	-4	0	-40	1	98	1	0	-1	2.38	0.5	2.0	0.5
5	7	8	True	20191115	7	False	-1	7	1	70	3	3	13	1	0	2.57	0.67	3.0	1.0
5	8	7	False	20191114	7	True	-1	5	1	50	2	2	12	1	0	2.43	1.0	2.0	1.0
0	7	7	True	20191113	7	False	-1	5	1	50	1	1	11	0	-1	2.43	1.0	2.0	1.0
-10	7	7	False	20191112	8	True	1	-4	-1	-40	1	94	1	0	-1	2.25	1.0	2.0	1.0
5	7	8	True	20191111	7	False	-1	5	1	50	1	1	9	1	0	2.14	1.67	2.0	2.0
-5	8	7	False	20191109	8	True	1	-5	-1	-50	1	92	1	0	-1	2.25	1.0	2.0	1.0
5	7	8	True	20191108	7	True	-1	4	0	40	2	2	7	1	0	2.29	1.33	2.0	1.0
5	8	7	True	20191107	7	False	-1	4	0	40	1	1	6	0	-1	2.43	1.0	2.0	1.0
-10	7	7	False	20191106	8	False	1	-5	1	-50	3	89	3	0	-1	2.38	0.5	2.0	0.5
-5	7	8	False	20191105	8	False	1	-2	1	-20	2	88	2	1	0	2.25	1.0	2.0	1.0
0	8	8	False	20191104	8	True	1	0	1	0	1	87	1	1	0	2.25	1.0	2.0	1.0
10	8	8	True	20191102	7	False	1	-7	-1	-70	2	26	2	1	0	2.57	0.67	2.0	1.0
5	8	7	False	20191101	7	True	1	-7	-1	-70	1	25	1	1	0	2.57	0.67	2.0	1.0
10	7	7	True	20191031	6	False	-1	2	0	20	1	1	9	1	0	2.67	1.0	2.0	1.0
-5	7	6	False	20191030	7	False	0	0	0	0	7	23	7	0	-1	2.43	1.0	1.0	1.0
-5	6	7	False	20191029	7	True	0	0	0	0	6	22	6	1	0	2.43	1.0	2.0	1.0
0	7	7	True	20191028	7	True	0	0	1	0	5	21	5	0	-1	2.57	0.67	2.0	0.0
0	7	7	True	20191026	7	False	0	2	1	20	4	20	4	0	-1	2.57	0.67	2.0	0.0
0	7	7	False	20191025	7	True	1	-4	1	-40	3	19	3	1	0	2.57	0.67	2.0	0.0
0	7	7	True	20191024	7	False	1	0	1	0	2	18	2	0	-1	2.57	0.67	2.0	0.0
0	7	7	False	20191023	7	True	1	5	1	50	1	17	1	1	0	2.57	0.67	2.0	0.0
10	7	7	True	20191022	6	True	1	0	1	0	1	15	1	1	0	3.0	0.5	2.5	0.0
15	7	6	True	20191021	5	False	1	-5	-1	-50	2	13	2	1	0	3.2	0.8	3.0	0.0
5	6	5	False	20191019	5	True	1	-4	-1	-40	1	12	1	1	0	3.0	1.0	3.0	0.0
10	5	5	True	20191018	4	False	-1	5	1	50	1	1	708	1	0	3.5	1.0	3.5	0.0
-5	5	4	False	20191017	5	True	1	-5	-1	-50	1	10	1	0	-1	3.6	0.4	3.0	0.0
5	4	5	True	20191016	4	False	-1	4	0	40	2	2	706	1	0	4.25	0.5	4.0	0.5
5	5	4	False	20191015	4	False	-1	2	0	20	1	1	705	1	0	4.0	0.67	4.0	1.0
-10	4	4	False	20191014	5	False	0	0	0	0	7	7	158	0	-1	3.2	0.8	3.0	1.0
-5	4	5	False	20191012	5	True	0	0	0	0	6	6	157	1	0	3.2	0.8	2.0	1.0
0	5	5	True	20191011	5	False	0	0	-1	0	5	5	156	0	-1	3.2	0.8	2.0	1.0
0	5	5	False	20191010	5	False	0	-2	-1	-20	4	4	155	1	0	3.2	0.8	2.0	1.0
0	5	5	False	20191009	5	False	-1	4	-1	40	3	3	154	1	0	3.0	1.0	2.0	1.0
0	5	5	False	20191008	5	False	-1	-2	-1	-20	2	2	153	1	0	2.8	1.2	2.0	1.0
0	5	5	False	20191007	5	False	-1	-5	-1	-50	1	1	152	1	0	2.6	1.4	2.0	1.0
-10	5	5	False	20191005	6	False	-1	2	-1	20	1	1	43	0	-1	2.33	1.5	1.5	1.5
-15	5	6	False	20191004	7	False	-1	12	1	120	1	1	3	0	-1	2.29	1.33	2.0	1.0
-15	6	7	False	20191003	8	True	1	4	1	40	1	60	1	0	-1	2.38	0.5	2.5	0.5
5	7	8	True	20191002	7	True	1	-2	0	-20	1	20	1	1	0	2.71	0.33	3.0	0.0
15	8	7	True	20191001	6	True	0	-2	-1	-20	4	4	39	1	0	2.83	0.75	3.0	0.5
5	7	6	True	20190930	6	True	-1	5	1	50	3	3	38	0	-1	2.83	0.75	3.0	0.5
0	6	6	True	20190928	6	False	-1	5	1	50	2	2	37	0	-1	2.83	0.75	3.0	1.0
0	6	6	False	20190927	6	False	-1	5	1	50	1	1	36	1	0	2.83	0.75	3.0	1.0
-10	6	6	False	20190926	7	False	1	-4	0	-40	2	15	2	0	-1	2.57	0.67	2.0	1.0
-5	6	7	False	20190925	7	True	1	-2	0	-20	1	14	1	1	0	2.57	0.67	3.0	1.0
10	7	7	True	20190924	6	False	0	0	0	0	6	6	33	1	0	3.0	0.5	3.0	0.5
5	7	6	False	20190923	6	False	0	0	-1	0	5	5	32	1	0	2.83	0.75	3.0	1.0
0	6	6	False	20190921	6	False	0	-2	-1	-20	4	4	31	1	0	2.83	0.75	3.0	1.0
0	6	6	False	20190920	6	False	-1	5	1	50	3	3	30	1	0	2.83	0.75	3.0	1.0
0	6	6	False	20190919	6	True	-1	5	1	50	2	2	29	1	0	2.83	0.75	3.0	1.0
0	6	6	True	20190918	6	False	-1	5	1	50	1	1	28	0	-1	2.83	0.75	3.0	1.0
-10	6	6	False	20190917	7	False	1	-4	0	-40	2	7	2	0	-1	2.43	1.0	2.0	1.0
-5	6	7	False	20190916	7	True	1	-4	0	-40	1	6	1	1	0	2.29	1.33	2.0	1.0
10	7	7	True	20190914	6	False	-1	5	-1	50	3	3	25	1	0	2.67	1.0	2.5	1.0
5	7	6	False	20190913	6	False	-1	2	-1	20	2	2	24	1	0	2.67	1.0	2.0	1.0
0	6	6	False	20190912	6	False	-1	-2	-1	-20	1	1	23	1	0	2.67	1.0	2.5	1.0
-10	6	6	False	20190911	7	True	-1	5	1	50	2	2	6	0	-1	2.43	1.0	2.0	1.0
-5	6	7	True	20190910	7	False	-1	5	1	50	1	1	5	0	-1	2.43	1.0	2.0	1.0
-10	7	7	False	20190909	8	False	1	-2	1	-20	2	39	2	0	-1	2.25	1.0	2.0	1.0
-5	7	8	False	20190907	8	True	1	2	1	20	1	38	1	1	0	2.25	1.0	2.5	1.0
10	8	8	True	20190906	7	True	1	-4	0	-40	2	6	2	1	0	2.57	0.67	3.0	1.0
5	8	7	True	20190905	7	True	1	-4	0	-40	1	5	1	0	-1	2.71	0.33	3.0	0.0
10	7	7	True	20190904	6	False	-1	4	-1	40	3	3	16	1	0	2.67	1.0	3.0	1.0
5	7	6	False	20190903	6	False	-1	2	-1	20	2	2	15	1	0	2.67	1.0	3.0	1.0
0	6	6	False	20190902	6	False	-1	2	-1	20	1	1	14	1	0	2.67	1.0	3.0	1.0
-10	6	6	False	20190831	7	False	-1	10	1	100	1	1	3	0	-1	2.57	0.67	3.0	1.0
-15	6	7	False	20190830	8	True	1	-2	1	-20	1	31	1	0	-1	2.38	0.5	2.0	0.5
5	7	8	True	20190829	7	True	1	-10	-1	-100	1	3	1	1	0	2.29	1.33	2.0	1.0
15	8	7	True	20190828	6	False	-1	-2	-1	-20	1	1	10	1	0	2.17	1.75	2.0	1.5
-5	7	6	False	20190827	7	False	-1	5	1	50	1	1	8	0	-1	2.0	2.0	2.0	2.0
-15	6	7	False	20190826	8	True	1	-4	-1	-40	1	27	1	0	-1	2.25	1.0	2.0	1.0
5	7	8	True	20190824	7	False	-1	7	1	70	1	1	6	1	0	2.14	1.67	2.0	2.0
-5	8	7	False	20190823	8	True	1	-2	0	-20	1	25	1	0	-1	2.0	2.0	2.0	2.0
5	7	8	True	20190822	7	False	0	2	1	20	4	20	4	1	0	2.14	1.67	2.0	1.0
5	8	7	False	20190821	7	False	1	-4	1	-40	3	19	3	1	0	2.14	1.67	2.0	1.0
0	7	7	False	20190820	7	True	1	0	1	0	2	18	2	1	0	2.14	1.67	2.0	1.0
0	7	7	True	20190819	7	True	1	4	1	40	1	17	1	0	-1	2.71	0.33	2.0	0.0
10	7	7	True	20190817	6	True	1	-2	0	-20	1	12	1	1	0	3.17	0.25	3.0	0.0
15	7	6	True	20190816	5	False	0	0	-1	0	5	5	108	1	0	3.6	0.4	3.0	0.0
5	6	5	False	20190815	5	False	0	-2	-1	-20	4	4	107	1	0	3.4	0.6	3.0	0.0
0	5	5	False	20190814	5	False	-1	5	0	50	3	3	106	1	0	3.2	0.8	3.0	1.0
0	5	5	False	20190813	5	False	-1	4	0	40	2	2	105	1	0	3.0	1.0	3.0	1.0
0	5	5	False	20190812	5	False	-1	2	0	20	1	1	104	1	0	3.0	1.0	2.0	1.0
-10	5	5	False	20190810	6	False	0	0	0	0	6	6	27	0	-1	3.0	0.5	2.5	0.5
-5	5	6	False	20190809	6	False	0	0	-1	0	5	5	26	1	0	2.83	0.75	2.0	1.0
0	6	6	False	20190808	6	False	0	-2	-1	-20	4	4	25	1	0	2.83	0.75	2.5	1.0
0	6	6	False	20190807	6	False	-1	5	0	50	3	3	24	1	0	2.83	0.75	3.0	1.0
0	6	6	False	20190806	6	False	-1	4	0	40	2	2	23	1	0	2.67	1.0	3.0	1.0
0	6	6	False	20190805	6	False	-1	2	0	20	1	1	22	1	0	2.67	1.0	3.0	1.0
-10	6	6	False	20190803	7	True	0	-2	-1	-20	4	4	19	0	-1	2.43	1.0	3.0	1.0
-5	6	7	True	20190802	7	False	-1	5	0	50	3	3	18	0	-1	2.29	1.33	2.0	1.0
0	7	7	False	20190801	7	False	-1	4	0	40	2	2	17	1	0	2.29	1.33	2.0	1.0
0	7	7	False	20190731	7	False	-1	2	0	20	1	1	16	1	0	2.29	1.33	2.0	1.0
-10	7	7	False	20190730	8	True	0	-1	-1	-10	4	4	7	0	-1	2.25	1.0	2.0	1.0
-5	7	8	True	20190729	8	True	-1	5	1	50	3	3	6	0	-1	2.25	1.0	2.0	1.0
0	8	8	True	20190727	8	False	-1	5	1	50	2	2	5	0	-1	2.25	1.0	2.0	1.0
0	8	8	False	20190726	8	False	-1	8	1	80	1	1	4	1	0	2.12	1.5	2.0	1.5
-10	8	8	False	20190725	9	False	1	0	1	0	2	635	2	0	-1	2.11	1.0	2.0	1.0
-5	8	9	False	20190724	9	True	1	4	1	40	1	634	1	1	0	2.11	1.0	2.0	1.0
10	9	9	True	20190723	8	True	1	-4	0	-40	1	109	1	1	0	2.38	0.5	2.5	0.5
15	9	8	True	20190722	7	False	-1	7	1	70	3	3	8	1	0	2.29	1.33	2.0	1.0
5	8	7	False	20190720	7	True	-1	7	1	70	2	2	7	1	0	2.14	1.67	2.0	1.0
0	7	7	True	20190719	7	False	-1	7	1	70	1	1	6	0	-1	2.29	1.33	2.0	2.0
-10	7	7	False	20190718	8	True	1	-2	0	-20	1	105	1	0	-1	2.25	1.0	2.0	1.0
5	7	8	True	20190717	7	True	0	2	1	20	4	12	4	1	0	2.57	0.67	2.0	0.0
5	8	7	True	20190716	7	False	1	-5	1	-50	3	11	3	0	-1	2.86	0.0	2.0	0.0
0	7	7	False	20190715	7	False	1	-2	1	-20	2	10	2	1	0	2.71	0.33	2.0	0.0
0	7	7	False	20190713	7	True	1	2	1	20	1	9	1	1	0	2.57	0.67	2.0	1.0
10	7	7	True	20190712	6	False	1	-4	0	-40	2	7	2	1	0	2.67	1.0	2.0	1.0
5	7	6	False	20190711	6	True	1	-4	0	-40	1	6	1	1	0	2.5	1.25	2.0	1.0
10	6	6	True	20190710	5	False	-1	5	-1	50	3	3	76	1	0	2.6	1.4	2.0	1.0
5	6	5	False	20190709	5	False	-1	2	-1	20	2	2	75	1	0	2.4	1.6	2.0	1.0
0	5	5	False	20190708	5	False	-1	-4	-1	-40	1	1	74	1	0	2.4	1.6	2.0	1.0
-10	5	5	False	20190706	6	True	-1	0	-1	0	2	2	18	0	-1	2.17	1.75	2.0	1.5
-5	5	6	True	20190705	6	False	-1	-4	-1	-40	1	1	17	0	-1	2.17	1.75	1.5	1.5
-10	6	6	False	20190704	7	False	-1	2	0	20	1	1	9	0	-1	2.0	2.0	1.0	2.0
-15	6	7	False	20190703	8	True	0	0	1	0	5	92	5	0	-1	2.0	2.0	2.0	2.0
-5	7	8	True	20190702	8	False	0	2	1	20	4	91	4	0	-1	2.38	0.5	2.5	0.5
0	8	8	False	20190701	8	True	1	-5	0	-50	3	90	3	1	0	2.25	1.0	2.5	1.0
0	8	8	True	20190629	8	False	1	-4	0	-40	2	89	2	0	-1	2.12	1.5	2.0	1.5
0	8	8	False	20190628	8	True	1	0	0	0	1	88	1	1	0	2.12	1.5	2.0	1.5
10	8	8	True	20190627	7	True	1	-5	-1	-50	3	31	3	1	0	2.29	1.33	2.0	1.0
5	8	7	True	20190626	7	True	1	-5	-1	-50	2	30	2	0	-1	2.43	1.0	2.0	0.0
0	7	7	True	20190625	7	True	1	-5	-1	-50	1	29	1	0	-1	2.71	0.33	3.0	0.0
10	7	7	True	20190624	6	True	-1	5	1	50	2	2	7	1	0	2.83	0.75	2.5	0.5
5	7	6	True	20190622	6	False	-1	5	1	50	1	1	6	0	-1	2.5	1.25	2.0	0.5
-10	6	6	False	20190621	7	False	1	-4	0	-40	2	26	2	0	-1	2.71	0.33	2.0	0.0
-5	6	7	False	20190620	7	True	1	0	0	0	1	25	1	1	0	2.71	0.33	2.0	0.0
10	7	7	True	20190619	6	False	1	-5	-1	-50	3	13	3	1	0	2.83	0.75	2.0	0.5
5	7	6	False	20190618	6	False	1	-5	-1	-50	2	12	2	1	0	2.83	0.75	2.5	0.5
0	6	6	False	20190617	6	True	1	-5	-1	-50	1	11	1	1	0	2.67	1.0	2.5	0.5
10	6	6	True	20190615	5	True	-1	4	0	40	2	2	55	1	0	3.0	1.0	3.0	1.0
5	6	5	True	20190614	5	False	-1	2	0	20	1	1	54	0	-1	2.8	1.2	3.0	1.0
-10	5	5	False	20190613	6	False	0	0	1	0	5	8	5	0	-1	2.33	1.5	2.0	1.0
-5	5	6	False	20190612	6	False	0	2	1	20	4	7	4	1	0	2.17	1.75	1.5	1.5
0	6	6	False	20190611	6	False	1	-7	-1	-70	3	6	3	1	0	2.17	1.75	2.0	1.5
0	6	6	False	20190610	6	True	1	-7	-1	-70	2	5	2	1	0	2.0	2.0	2.0	2.0
0	6	6	True	20190608	6	True	1	-10	-1	-100	1	4	1	0	-1	2.5	1.25	2.0	1.5
10	6	6	True	20190607	5	False	-1	-2	-1	-20	1	1	48	1	0	3.0	1.0	3.0	1.0
-5	6	5	False	20190606	6	False	-1	5	1	50	2	2	7	0	-1	2.67	1.0	2.5	1.0
-5	5	6	False	20190605	6	False	-1	5	1	50	1	1	6	1	0	2.67	1.0	2.5	1.0
-10	6	6	False	20190604	7	True	1	-4	0	-40	2	11	2	0	-1	2.57	0.67	3.0	0.0
-5	6	7	True	20190603	7	True	1	0	0	0	1	10	1	0	-1	2.43	1.0	2.0	1.0
10	7	7	True	20190601	6	False	1	-7	-1	-70	3	5	3	1	0	2.33	1.5	2.0	1.5
5	7	6	False	20190531	6	True	1	-10	-1	-100	2	4	2	1	0	2.17	1.75	2.0	2.0
0	6	6	True	20190530	6	True	1	-10	-1	-100	1	3	1	0	-1	2.33	1.5	2.0	1.5
10	6	6	True	20190529	5	False	-1	-2	-1	-20	1	1	40	1	0	2.4	1.6	2.0	2.0
-5	6	5	False	20190528	6	False	-1	4	1	40	1	1	18	0	-1	2.17	1.75	2.0	1.5
-15	5	6	False	20190527	7	True	1	-10	-1	-100	1	4	1	0	-1	1.86	2.33	2.0	2.0
5	6	7	True	20190525	6	False	-1	-2	-1	-20	1	1	16	1	0	2.0	2.0	2.0	2.0
-5	7	6	False	20190524	7	False	-1	5	1	50	2	2	8	0	-1	2.14	1.67	2.0	2.0
-5	6	7	False	20190523	7	False	-1	4	1	40	1	1	7	1	0	2.14	1.67	2.0	2.0
-10	7	7	False	20190522	8	True	1	-5	-1	-50	2	56	2	0	-1	2.12	1.5	2.0	1.5
-5	7	8	True	20190521	8	True	1	-4	-1	-40	1	55	1	0	-1	2.38	0.5	2.0	0.5
10	8	8	True	20190520	7	False	-1	10	1	100	1	1	4	1	0	2.57	0.67	2.0	1.0
-5	8	7	False	20190518	8	True	1	2	1	20	1	53	1	0	-1	2.38	0.5	2.0	0.5
5	7	8	True	20190517	7	False	1	-4	0	-40	2	16	2	1	0	2.71	0.33	2.0	0.0
5	8	7	False	20190516	7	True	1	-2	0	-20	1	15	1	1	0	2.57	0.67	2.0	1.0
10	7	7	True	20190515	6	True	0	0	0	0	7	12	7	1	0	2.83	0.75	2.0	1.0
5	7	6	True	20190514	6	False	0	0	0	0	6	11	6	0	-1	2.5	1.25	2.0	1.0
0	6	6	False	20190513	6	False	0	0	1	0	5	10	5	1	0	2.5	1.25	2.0	1.0
0	6	6	False	20190511	6	False	0	2	1	20	4	9	4	1	0	2.5	1.25	2.5	1.0
0	6	6	False	20190510	6	False	1	-5	-1	-50	3	8	3	1	0	2.33	1.5	2.0	1.0
0	6	6	False	20190509	6	True	1	-5	-1	-50	2	7	2	1	0	2.33	1.5	2.0	1.0
0	6	6	True	20190508	6	True	1	-5	-1	-50	1	6	1	0	-1	2.67	1.0	3.0	1.0
10	6	6	True	20190507	5	False	-1	4	0	40	2	2	21	1	0	3.2	0.8	3.0	1.0
5	6	5	False	20190506	5	False	-1	0	0	0	1	1	20	1	0	3.2	0.8	3.0	1.0
-10	5	5	False	20190504	6	True	-1	5	-1	50	3	3	11	0	-1	2.83	0.75	3.0	1.0
-5	5	6	True	20190503	6	True	-1	2	-1	20	2	2	10	0	-1	2.5	1.25	3.0	1.5
0	6	6	True	20190502	6	False	-1	-2	-1	-20	1	1	9	0	-1	2.33	1.5	2.5	2.0
-10	6	6	False	20190501	7	True	-1	4	0	40	2	2	7	0	-1	2.14	1.67	2.0	2.0
-5	6	7	True	20190430	7	False	-1	2	0	20	1	1	6	0	-1	1.86	2.33	2.0	3.0
-10	7	7	False	20190429	8	True	0	2	1	20	4	36	4	0	-1	2.12	1.5	2.0	1.5
-5	7	8	True	20190427	8	False	1	-4	1	-40	3	35	3	0	-1	2.5	0.0	2.5	0.0
0	8	8	False	20190426	8	False	1	2	1	20	2	34	2	1	0	2.38	0.5	2.0	0.5
0	8	8	False	20190425	8	True	1	7	1	70	1	33	1	1	0	2.25	1.0	2.0	1.0
10	8	8	True	20190424	7	True	1	4	1	40	1	20	1	1	0	2.43	1.0	2.0	0.0
15	8	7	True	20190423	6	True	1	-2	0	-20	1	14	1	1	0	2.83	0.75	2.5	0.0
15	7	6	True	20190422	5	True	0	0	0	0	8	11	8	1	0	3.2	0.8	3.0	0.0
5	6	5	True	20190420	5	False	0	0	0	0	7	10	7	0	-1	3.0	1.0	2.0	1.0
0	5	5	False	20190419	5	False	0	0	0	0	6	9	6	1	0	2.8	1.2	2.0	1.0
0	5	5	False	20190418	5	False	0	0	1	0	5	8	5	1	0	2.8	1.2	2.0	1.0
0	5	5	False	20190417	5	False	0	2	1	20	4	7	4	1	0	2.6	1.4	2.0	1.0
0	5	5	False	20190416	5	True	1	-7	-1	-70	3	6	3	1	0	2.6	1.4	2.0	1.0
0	5	5	True	20190415	5	False	1	-7	-1	-70	2	5	2	0	-1	3.4	0.6	4.0	1.0
0	5	5	False	20190413	5	True	1	-10	-1	-100	1	4	1	1	0	3.4	0.6	4.0	1.0
10	5	5	True	20190412	4	False	-1	-2	-1	-20	1	1	546	1	0	4.0	0.67	4.0	1.0
-5	5	4	False	20190411	5	False	-1	2	-1	20	2	2	207	0	-1	3.2	0.8	3.0	1.0
-5	4	5	False	20190410	5	False	-1	0	-1	0	1	1	206	1	0	3.2	0.8	3.0	1.0
-10	5	5	False	20190409	6	False	-1	7	1	70	2	2	83	0	-1	2.67	1.0	3.0	1.0
-5	5	6	False	20190408	6	False	-1	5	1	50	1	1	82	1	0	2.67	1.0	2.5	1.0
-10	6	6	False	20190406	7	True	1	-5	-1	-50	1	5	1	0	-1	2.43	1.0	2.0	1.0
5	6	7	True	20190405	6	True	-1	2	-1	20	2	2	80	1	0	2.33	1.5	2.0	1.5
5	7	6	True	20190404	6	False	-1	-2	-1	-20	1	1	79	0	-1	2.0	2.0	1.5	2.0
-10	6	6	False	20190403	7	False	-1	5	1	50	2	2	5	0	-1	2.0	2.0	2.0	2.0
-5	6	7	False	20190402	7	False	-1	7	1	70	1	1	4	1	0	2.0	2.0	2.0	2.0
-10	7	7	False	20190401	8	True	1	0	1	0	2	12	2	0	-1	2.12	1.5	2.0	1.5
-5	7	8	True	20190330	8	True	1	4	1	40	1	11	1	0	-1	2.25	1.0	2.0	1.0
10	8	8	True	20190329	7	True	1	-2	0	-20	1	8	1	1	0	2.43	1.0	3.0	1.0
15	8	7	True	20190328	6	False	0	0	-1	0	5	5	73	1	0	2.33	1.5	2.5	1.5
5	7	6	False	20190327	6	True	0	-2	-1	-20	4	4	72	1	0	2.17	1.75	2.0	2.0
0	6	6	True	20190326	6	True	-1	5	-1	50	3	3	71	0	-1	2.17	1.75	2.0	2.0
0	6	6	True	20190325	6	True	-1	2	-1	20	2	2	70	0	-1	2.33	1.5	2.5	1.5
0	6	6	True	20190323	6	False	-1	-2	-1	-20	1	1	69	0	-1	2.33	1.5	2.5	1.0
-10	6	6	False	20190322	7	True	-1	2	-1	20	2	2	14	0	-1	2.43	1.0	3.0	1.0
-5	6	7	True	20190321	7	False	-1	0	-1	0	1	1	13	0	-1	2.43	1.0	3.0	1.0
-10	7	7	False	20190320	8	False	-1	10	1	100	2	2	4	0	-1	2.25	1.0	2.0	1.0
-5	7	8	False	20190319	8	False	-1	12	1	120	1	1	3	1	0	2.25	1.0	2.0	1.0
-10	8	8	False	20190318	9	True	1	2	1	20	1	524	1	0	-1	2.11	1.0	2.0	1.0
5	8	9	True	20190316	8	True	1	-5	-1	-50	1	144	1	1	0	2.25	1.0	2.5	1.0
15	9	8	True	20190315	7	True	-1	4	0	40	2	2	8	1	0	2.43	1.0	3.0	1.0
5	8	7	True	20190314	7	False	-1	4	0	40	1	1	7	0	-1	2.57	0.67	3.0	1.0
-10	7	7	False	20190313	8	False	1	-5	0	-50	3	141	3	0	-1	2.38	0.5	2.0	0.5
-5	7	8	False	20190312	8	False	1	-4	0	-40	2	140	2	1	0	2.38	0.5	2.0	0.5
0	8	8	False	20190311	8	True	1	0	0	0	1	139	1	1	0	2.38	0.5	2.0	0.5
10	8	8	True	20190309	7	True	1	-7	-1	-70	3	31	3	1	0	2.43	1.0	2.0	1.0
5	8	7	True	20190308	7	False	1	-7	-1	-70	2	30	2	0	-1	2.29	1.33	2.0	1.0
0	7	7	False	20190307	7	True	1	-5	-1	-50	1	29	1	1	0	2.29	1.33	2.0	1.0
10	7	7	True	20190306	6	False	-1	5	1	50	1	1	54	1	0	2.33	1.5	2.0	1.5
-5	7	6	False	20190305	7	False	1	-5	-1	-50	2	27	2	0	-1	2.29	1.33	2.0	1.0
-5	6	7	False	20190304	7	True	1	-4	-1	-40	1	26	1	1	0	2.29	1.33	2.0	1.0
